in_id,query,answers_text,answers_count
17826.0,Какая у меня главная эмоция сейчас?,интерес,1.0
17826.0,Какая у меня главная эмоция сейчас?,вдохновение,1.0
17826.0,Какая у меня главная эмоция сейчас?,нейтральная,1.0
17826.0,Какая у меня главная эмоция сейчас?,интерес,1.0
17826.0,Какая у меня главная эмоция сейчас?,радость,1.0
17826.0,Какая у меня главная эмоция сейчас?,интерес,1.0
17826.0,Какая у меня главная эмоция сейчас?,неопределенность,1.0
17826.0,Какая у меня главная эмоция сейчас?,счастье,1.0
17826.0,Какая у меня главная эмоция сейчас?,я спокоен,1.0
17826.0,Какая у меня главная эмоция сейчас?,спать,1.0
17826.0,Какая у меня главная эмоция сейчас?,любопытство,1.0
17826.0,Какая у меня главная эмоция сейчас?,волнение,1.0
17826.0,Какая у меня главная эмоция сейчас?,усталость,1.0
17826.0,Какая у меня главная эмоция сейчас?,грусть,1.0
17826.0,Какая у меня главная эмоция сейчас?,сосредоточенность,1.0
17826.0,Какая у меня главная эмоция сейчас?,вдохновение,1.0
17826.0,Какая у меня главная эмоция сейчас?,собранность,1.0
17826.0,Какая у меня главная эмоция сейчас?,интерес,1.0
17826.0,Какая у меня главная эмоция сейчас?,интерес,1.0
17826.0,Какая у меня главная эмоция сейчас?,любопытство,1.0
17826.0,Какая у меня главная эмоция сейчас?,волнение,1.0
17826.0,Какая у меня главная эмоция сейчас?,тревожность,1.0
17826.0,Какая у меня главная эмоция сейчас?,спокойствие,1.0
17826.0,Какая у меня главная эмоция сейчас?,напряжение,1.0
17826.0,Какая у меня главная эмоция сейчас?,счастье,1.0
17826.0,Какая у меня главная эмоция сейчас?,радость,1.0
17826.0,Какая у меня главная эмоция сейчас?,тревога,1.0
17826.0,Какая у меня главная эмоция сейчас?,усталость,1.0
17826.0,Какая у меня главная эмоция сейчас?,интерес,1.0
17826.0,Какая у меня главная эмоция сейчас?,тревога,1.0
17826.0,Какая у меня главная эмоция сейчас?,удивление,1.0
17826.0,Какая у меня главная эмоция сейчас?,спокойствие,1.0
17826.0,Какая у меня главная эмоция сейчас?,ожидание,1.0
17826.0,Какая у меня главная эмоция сейчас?,раздражение,1.0
17826.0,Какая у меня главная эмоция сейчас?,ожидание,1.0
17826.0,Какая у меня главная эмоция сейчас?,радость,1.0
17826.0,Какая у меня главная эмоция сейчас?,любопытство,1.0
17826.0,Какая у меня главная эмоция сейчас?,радость,1.0
17826.0,Какая у меня главная эмоция сейчас?,радость,1.0
17826.0,Какая у меня главная эмоция сейчас?,волнение,1.0
17826.0,Какая у меня главная эмоция сейчас?,восторг,1.0
17827.0,Зачем я сюда пришёл/пришла?,заставили,1.0
17827.0,Зачем я сюда пришёл/пришла?,развитие,1.0
17827.0,Зачем я сюда пришёл/пришла?,уточнение вектора движения,1.0
17827.0,Зачем я сюда пришёл/пришла?,посмотреть,1.0
17827.0,Зачем я сюда пришёл/пришла?,развитие,1.0
17827.0,Зачем я сюда пришёл/пришла?,понять тренды,1.0
17827.0,Зачем я сюда пришёл/пришла?,общение с коллегами,1.0
17827.0,Зачем я сюда пришёл/пришла?,узнать стратегию,1.0
17827.0,Зачем я сюда пришёл/пришла?,позвали,1.0
17827.0,Зачем я сюда пришёл/пришла?,узнать о стратегии,1.0
17827.0,Зачем я сюда пришёл/пришла?,найти себя в системе координат,1.0
17827.0,Зачем я сюда пришёл/пришла?,встречи с коллегами,1.0
17827.0,Зачем я сюда пришёл/пришла?,познакомиться с коллегами,1.0
17827.0,Зачем я сюда пришёл/пришла?,узнать приоритеты,1.0
17827.0,Зачем я сюда пришёл/пришла?,решать вопросы,1.0
17827.0,Зачем я сюда пришёл/пришла?,обменяться опытом,1.0
17827.0,Зачем я сюда пришёл/пришла?,подвести итоги,1.0
17827.0,Зачем я сюда пришёл/пришла?,проработать планы,1.0
17827.0,Зачем я сюда пришёл/пришла?,узнать новое,1.0
17827.0,Зачем я сюда пришёл/пришла?,узнать новое,1.0
17827.0,Зачем я сюда пришёл/пришла?,новые знания,1.0
17827.0,Зачем я сюда пришёл/пришла?,за коллективным мнением,1.0
17827.0,Зачем я сюда пришёл/пришла?,"новые знания, вовлеченность",1.0
17827.0,Зачем я сюда пришёл/пришла?,развитие,1.0
17827.0,Зачем я сюда пришёл/пришла?,узнать новое,1.0
17827.0,Зачем я сюда пришёл/пришла?,цели на будущее,1.0
17827.0,Зачем я сюда пришёл/пришла?,работать в команде,1.0
17827.0,Зачем я сюда пришёл/пришла?,отказаться нельзя было,1.0
17827.0,Зачем я сюда пришёл/пришла?,приказ,1.0
17827.0,Зачем я сюда пришёл/пришла?,развитие,1.0
17827.0,Зачем я сюда пришёл/пришла?,узнать новое,1.0
17827.0,Зачем я сюда пришёл/пришла?,получить новое,1.0
17827.0,Зачем я сюда пришёл/пришла?,общение с коллегами,1.0
17827.0,Зачем я сюда пришёл/пришла?,перезагрузка,1.0
17827.0,Зачем я сюда пришёл/пришла?,вовлеченность,1.0
17827.0,Зачем я сюда пришёл/пришла?,перезагрузка,1.0
17827.0,Зачем я сюда пришёл/пришла?,общение с коллегами,1.0
17827.0,Зачем я сюда пришёл/пришла?,поставить цели на будущее,1.0
17827.0,Зачем я сюда пришёл/пришла?,понять вектор,1.0
17827.0,Зачем я сюда пришёл/пришла?,будущие задачи,1.0
17827.0,Зачем я сюда пришёл/пришла?,новые знакомства,1.0
17827.0,Зачем я сюда пришёл/пришла?,"понять вызовы, нетворкинг",1.0
17827.0,Зачем я сюда пришёл/пришла?,общение,1.0
17827.0,Зачем я сюда пришёл/пришла?,знания,1.0
17827.0,Зачем я сюда пришёл/пришла?,оьмен опытом,1.0
17827.0,Зачем я сюда пришёл/пришла?,новые знания,1.0
17827.0,Зачем я сюда пришёл/пришла?,новые знакомствп,1.0
17827.0,Зачем я сюда пришёл/пришла?,новый опыт,1.0
17827.0,Зачем я сюда пришёл/пришла?,развитие,1.0
17827.0,Зачем я сюда пришёл/пришла?,узнать векторы движения,1.0
17827.0,Зачем я сюда пришёл/пришла?,обмен информацией,1.0
17827.0,Зачем я сюда пришёл/пришла?,общение,1.0
17827.0,Зачем я сюда пришёл/пришла?,сфокусироваться,1.0
17827.0,Зачем я сюда пришёл/пришла?,"новые цели, знания, общение",1.0
17827.0,Зачем я сюда пришёл/пришла?,новые знания,1.0
17827.0,Зачем я сюда пришёл/пришла?,узнать новое,1.0
17827.0,Зачем я сюда пришёл/пришла?,узнать новое,1.0
17827.0,Зачем я сюда пришёл/пришла?,развитие,1.0
17827.0,Зачем я сюда пришёл/пришла?,новые тренды,1.0
17827.0,Зачем я сюда пришёл/пришла?,обмен опытом,1.0
17827.0,Зачем я сюда пришёл/пришла?,трансформация,1.0
17827.0,Зачем я сюда пришёл/пришла?,за новым трендом,1.0
17827.0,Зачем я сюда пришёл/пришла?,новые знания,1.0
17827.0,Зачем я сюда пришёл/пришла?,получить знания,1.0
17827.0,Зачем я сюда пришёл/пришла?,узнать новости,1.0
17827.0,Зачем я сюда пришёл/пришла?,перезагрузка,1.0
17827.0,Зачем я сюда пришёл/пришла?,тренды,1.0
17827.0,Зачем я сюда пришёл/пришла?,приоритеты,1.0
17827.0,Зачем я сюда пришёл/пришла?,задачи,1.0
17827.0,Зачем я сюда пришёл/пришла?,новое,1.0
17827.0,Зачем я сюда пришёл/пришла?,послушать,1.0
17827.0,Зачем я сюда пришёл/пришла?,знания,1.0
17827.0,Зачем я сюда пришёл/пришла?,по приглашению,1.0
17827.0,Зачем я сюда пришёл/пришла?,знакомство с коллегами,1.0
17827.0,Зачем я сюда пришёл/пришла?,зарядиться энергией,1.0
17827.0,Зачем я сюда пришёл/пришла?,быть в потоке событий и инициа,1.0
17827.0,Зачем я сюда пришёл/пришла?,узнать новое,1.0
17827.0,Зачем я сюда пришёл/пришла?,networking+определить кл цели,1.0
17827.0,Зачем я сюда пришёл/пришла?,встреча,1.0
17827.0,Зачем я сюда пришёл/пришла?,для развития,1.0
17827.0,Зачем я сюда пришёл/пришла?,обмен опытом,1.0
17827.0,Зачем я сюда пришёл/пришла?,познать новое,1.0
17827.0,Зачем я сюда пришёл/пришла?,"узнать, что будет",1.0
17827.0,Зачем я сюда пришёл/пришла?,быть в курсе изменений,1.0
17827.0,Зачем я сюда пришёл/пришла?,пообщаться и помочь,1.0
17827.0,Зачем я сюда пришёл/пришла?,нетворк,1.0
17827.0,Зачем я сюда пришёл/пришла?,узнать новое,1.0
17827.0,Зачем я сюда пришёл/пришла?,"буду думать,куда бежать дальше",1.0
17827.0,Зачем я сюда пришёл/пришла?,узнать новое,1.0
17827.0,Зачем я сюда пришёл/пришла?,узнать,1.0
17827.0,Зачем я сюда пришёл/пришла?,новые знания,1.0
17827.0,Зачем я сюда пришёл/пришла?,познакомиться,1.0
17827.0,Зачем я сюда пришёл/пришла?,изменить мир,1.0
17827.0,Зачем я сюда пришёл/пришла?,найти любовь,1.0
17827.0,Зачем я сюда пришёл/пришла?,познать новое,1.0
17827.0,Зачем я сюда пришёл/пришла?,узнать куда идем,1.0
17827.0,Зачем я сюда пришёл/пришла?,опыт,1.0
17827.0,Зачем я сюда пришёл/пришла?,знание,1.0
17827.0,Зачем я сюда пришёл/пришла?,пообщаться,1.0
17827.0,Зачем я сюда пришёл/пришла?,перезагрузка,1.0
17827.0,Зачем я сюда пришёл/пришла?,получить новое направление,1.0
17827.0,Зачем я сюда пришёл/пришла?,узнать новое,1.0
17827.0,Зачем я сюда пришёл/пришла?,для информации,1.0
17827.0,Зачем я сюда пришёл/пришла?,к друзьям,1.0
17827.0,Зачем я сюда пришёл/пришла?,пригласили,1.0
17827.0,Зачем я сюда пришёл/пришла?,без понятия,1.0
17827.0,Зачем я сюда пришёл/пришла?,узнать итоги и вектор развития,1.0
17827.0,Зачем я сюда пришёл/пришла?,узнать новое,1.0
17827.0,Зачем я сюда пришёл/пришла?,целеполагание,1.0
17827.0,Зачем я сюда пришёл/пришла?,за знаниями,1.0
17827.0,Зачем я сюда пришёл/пришла?,за информацией,1.0
17827.0,Зачем я сюда пришёл/пришла?,новые знания,1.0
17827.0,Зачем я сюда пришёл/пришла?,новые знания,1.0
17827.0,Зачем я сюда пришёл/пришла?,развиваться,1.0
17827.0,Зачем я сюда пришёл/пришла?,работа,1.0
17827.0,Зачем я сюда пришёл/пришла?,сверить часы,1.0
17827.0,Зачем я сюда пришёл/пришла?,работать,1.0
17827.0,Зачем я сюда пришёл/пришла?,новые задачи,1.0
17827.0,Зачем я сюда пришёл/пришла?,координация с коллегами,1.0
17827.0,Зачем я сюда пришёл/пришла?,узнать планы работы,1.0
17827.0,Зачем я сюда пришёл/пришла?,учиться,1.0
17827.0,Зачем я сюда пришёл/пришла?,вовлеченность,1.0
17827.0,Зачем я сюда пришёл/пришла?,не моё решение,1.0
17827.0,Зачем я сюда пришёл/пришла?,за мотивацией,1.0
17827.0,Зачем я сюда пришёл/пришла?,узнать что ожидать,1.0
17827.0,Зачем я сюда пришёл/пришла?,узнать новое,1.0
17827.0,Зачем я сюда пришёл/пришла?,узнать новое,1.0
17827.0,Зачем я сюда пришёл/пришла?,почувствовать единомышленников,1.0
17827.0,Зачем я сюда пришёл/пришла?,работать,1.0
17827.0,Зачем я сюда пришёл/пришла?,инсайт,1.0
17827.0,Зачем я сюда пришёл/пришла?,послушать,1.0
17827.0,Зачем я сюда пришёл/пришла?,учиться,1.0
17827.0,Зачем я сюда пришёл/пришла?,для развития и интерес,1.0
17827.0,Зачем я сюда пришёл/пришла?,новые задачи,1.0
17827.0,Зачем я сюда пришёл/пришла?,познакомиться,1.0
17827.0,Зачем я сюда пришёл/пришла?,узнать приоритеты и ориентиры,1.0
17827.0,Зачем я сюда пришёл/пришла?,узнать новое,1.0
17827.0,Зачем я сюда пришёл/пришла?,перезагрузка,1.0
17827.0,Зачем я сюда пришёл/пришла?,за новостями,1.0
17827.0,Зачем я сюда пришёл/пришла?,новые знания,1.0
17827.0,Зачем я сюда пришёл/пришла?,за общением с коллегами,1.0
17827.0,Зачем я сюда пришёл/пришла?,общение,1.0
17827.0,Зачем я сюда пришёл/пришла?,расслабиться,1.0
17827.0,Зачем я сюда пришёл/пришла?,новые знания,1.0
17827.0,Зачем я сюда пришёл/пришла?,обязали,1.0
17827.0,Зачем я сюда пришёл/пришла?,обновиться,1.0
17827.0,Зачем я сюда пришёл/пришла?,коворкинг,1.0
17827.0,Зачем я сюда пришёл/пришла?,перезагрузка,1.0
17827.0,Зачем я сюда пришёл/пришла?,понять цели,1.0
17827.0,Зачем я сюда пришёл/пришла?,инсайт,1.0
17827.0,Зачем я сюда пришёл/пришла?,позвали...,1.0
17827.0,Зачем я сюда пришёл/пришла?,развитие,1.0
17827.0,Зачем я сюда пришёл/пришла?,получить новые знания,1.0
17827.0,Зачем я сюда пришёл/пришла?,развитие,1.0
17827.0,Зачем я сюда пришёл/пришла?,узнать новое,1.0
17827.0,Зачем я сюда пришёл/пришла?,общение,1.0
17829.0,Как чувствуют себя наши клиенты?,хотят большего,1.0
17829.0,Как чувствуют себя наши клиенты?,хорошо,1.0
17829.0,Как чувствуют себя наши клиенты?,4,1.0
17829.0,Как чувствуют себя наши клиенты?,слава богу,1.0
17829.0,Как чувствуют себя наши клиенты?,всё лучше,1.0
17829.0,Как чувствуют себя наши клиенты?,идут на поправку,1.0
17829.0,Как чувствуют себя наши клиенты?,тревожно,1.0
17829.0,Как чувствуют себя наши клиенты?,по разному,1.0
17829.0,Как чувствуют себя наши клиенты?,тревожно,1.0
17829.0,Как чувствуют себя наши клиенты?,многозадачность,1.0
17829.0,Как чувствуют себя наши клиенты?,напряженно,1.0
17829.0,Как чувствуют себя наши клиенты?,в стрессе,1.0
17829.0,Как чувствуют себя наши клиенты?,нормально,1.0
17829.0,Как чувствуют себя наши клиенты?,плохо,1.0
17829.0,Как чувствуют себя наши клиенты?,много вопросов у клиентов,1.0
17829.0,Как чувствуют себя наши клиенты?,сложно,1.0
17829.0,Как чувствуют себя наши клиенты?,отлично,1.0
17829.0,Как чувствуют себя наши клиенты?,чёт не очень,1.0
17829.0,Как чувствуют себя наши клиенты?,много задач,1.0
17829.0,Как чувствуют себя наши клиенты?,много задач,1.0
17829.0,Как чувствуют себя наши клиенты?,напряженно,1.0
17829.0,Как чувствуют себя наши клиенты?,устали,1.0
17829.0,Как чувствуют себя наши клиенты?,много задач,1.0
17829.0,Как чувствуют себя наши клиенты?,удовлетворительно,1.0
17829.0,Как чувствуют себя наши клиенты?,большие ожидания,1.0
17829.0,Как чувствуют себя наши клиенты?,нормально,1.0
17829.0,Как чувствуют себя наши клиенты?,удовлетворены,1.0
17829.0,Как чувствуют себя наши клиенты?,требовательны,1.0
17829.0,Как чувствуют себя наши клиенты?,терпимо,1.0
17829.0,Как чувствуют себя наши клиенты?,отлично,1.0
17829.0,Как чувствуют себя наши клиенты?,комфортно,1.0
17829.0,Как чувствуют себя наши клиенты?,по разному,1.0
17829.0,Как чувствуют себя наши клиенты?,неспокойно,1.0
17829.0,Как чувствуют себя наши клиенты?,нервничают,1.0
17829.0,Как чувствуют себя наши клиенты?,в потоке,1.0
17829.0,Как чувствуют себя наши клиенты?,"уставшие, напряжённые",1.0
17829.0,Как чувствуют себя наши клиенты?,хорошо,1.0
17829.0,Как чувствуют себя наши клиенты?,удовлетворены,1.0
17829.0,Как чувствуют себя наши клиенты?,в ожидании,1.0
17829.0,Как чувствуют себя наши клиенты?,настороженно,1.0
17829.0,Как чувствуют себя наши клиенты?,отлично,1.0
17829.0,Как чувствуют себя наши клиенты?,напряженно,1.0
17829.0,Как чувствуют себя наши клиенты?,в тонусе,1.0
17829.0,Как чувствуют себя наши клиенты?,напряженно,1.0
17829.0,Как чувствуют себя наши клиенты?,напряженность,1.0
17829.0,Как чувствуют себя наши клиенты?,тревожно,1.0
17829.0,Как чувствуют себя наши клиенты?,хорошо,1.0
17829.0,Как чувствуют себя наши клиенты?,тревожно,1.0
17829.0,Как чувствуют себя наши клиенты?,гипермобилизация,1.0
17829.0,Как чувствуют себя наши клиенты?,усталость,1.0
17829.0,Как чувствуют себя наши клиенты?,затравленномть,1.0
17829.0,Как чувствуют себя наши клиенты?,отлично,1.0
17829.0,Как чувствуют себя наши клиенты?,хорошо,1.0
17829.0,Как чувствуют себя наши клиенты?,равнодушно,1.0
17829.0,Как чувствуют себя наши клиенты?,дееспособны,1.0
17829.0,Как чувствуют себя наши клиенты?,безразличие,1.0
17829.0,Как чувствуют себя наши клиенты?,апатия,1.0
17829.0,Как чувствуют себя наши клиенты?,выгорание,1.0
17829.0,Как чувствуют себя наши клиенты?,тревожно,1.0
17829.0,Как чувствуют себя наши клиенты?,ждут от нас решения проблем,1.0
17829.0,Как чувствуют себя наши клиенты?,плохо,1.0
17829.0,Как чувствуют себя наши клиенты?,полный загруз,1.0
17829.0,Как чувствуют себя наши клиенты?,положительно,1.0
17829.0,Как чувствуют себя наши клиенты?,потерянные,1.0
17829.0,Как чувствуют себя наши клиенты?,растерянно,1.0
17829.0,Как чувствуют себя наши клиенты?,с надеждой,1.0
17829.0,Как чувствуют себя наши клиенты?,удовлетворены,1.0
17829.0,Как чувствуют себя наши клиенты?,хорошо,1.0
17829.0,Как чувствуют себя наши клиенты?,им все вчера нужно,1.0
17829.0,Как чувствуют себя наши клиенты?,напряженно,1.0
17829.0,Как чувствуют себя наши клиенты?,хорошо,1.0
17829.0,Как чувствуют себя наши клиенты?,хорошо,1.0
17829.0,Как чувствуют себя наши клиенты?,удовлетворенно,1.0
17829.0,Как чувствуют себя наши клиенты?,тревожно (не хотят нас потерят,1.0
17829.0,Как чувствуют себя наши клиенты?,довольны,1.0
17829.0,Как чувствуют себя наши клиенты?,бодры и веселы,1.0
17829.0,Как чувствуют себя наши клиенты?,спокойно,1.0
17829.0,Как чувствуют себя наши клиенты?,тревожно,1.0
17829.0,Как чувствуют себя наши клиенты?,неудовлетворительно,1.0
17829.0,Как чувствуют себя наши клиенты?,sense of urgency,1.0
17829.0,Как чувствуют себя наши клиенты?,неустойчиво,1.0
17829.0,Как чувствуют себя наши клиенты?,оживлённо,1.0
17829.0,Как чувствуют себя наши клиенты?,чувствуют наше внимание,1.0
17829.0,Как чувствуют себя наши клиенты?,средне,1.0
17829.0,Как чувствуют себя наши клиенты?,хорошо,1.0
17829.0,Как чувствуют себя наши клиенты?,хорошо,1.0
17829.0,Как чувствуют себя наши клиенты?,устали от неопределенности,1.0
17829.0,Как чувствуют себя наши клиенты?,находятся в противостоянии,1.0
17829.0,Как чувствуют себя наши клиенты?,кто они?,1.0
17829.0,Как чувствуют себя наши клиенты?,хорошо,1.0
17829.0,Как чувствуют себя наши клиенты?,волнуются,1.0
17829.0,Как чувствуют себя наши клиенты?,напряженно,1.0
17829.0,Как чувствуют себя наши клиенты?,трудно,1.0
17829.0,Как чувствуют себя наши клиенты?,удовлетворены,1.0
17829.0,Как чувствуют себя наши клиенты?,недооценёнными,1.0
17829.0,Как чувствуют себя наши клиенты?,нормально,1.0
17829.0,Как чувствуют себя наши клиенты?,хорошо,1.0
17829.0,Как чувствуют себя наши клиенты?,удовлетворены,1.0
17829.0,Как чувствуют себя наши клиенты?,комфортно,1.0
17829.0,Как чувствуют себя наши клиенты?,отлично,1.0
17829.0,Как чувствуют себя наши клиенты?,загружены работой,1.0
17829.0,Как чувствуют себя наши клиенты?,счастливы,1.0
17829.0,Как чувствуют себя наши клиенты?,не хватает внимания,1.0
17829.0,Как чувствуют себя наши клиенты?,"тревожно, но нормально!",1.0
17829.0,Как чувствуют себя наши клиенты?,не знаю,1.0
17829.0,Как чувствуют себя наши клиенты?,по разному,1.0
17829.0,Как чувствуют себя наши клиенты?,с нами комфортно,1.0
17829.0,Как чувствуют себя наши клиенты?,трудно,1.0
17829.0,Как чувствуют себя наши клиенты?,комфортно,1.0
17829.0,Как чувствуют себя наши клиенты?,настороженно,1.0
17829.0,Как чувствуют себя наши клиенты?,боятся,1.0
17829.0,Как чувствуют себя наши клиенты?,воодушевлены,1.0
17829.0,Как чувствуют себя наши клиенты?,норм,1.0
17829.0,Как чувствуют себя наши клиенты?,напряжение,1.0
17829.0,Как чувствуют себя наши клиенты?,уставшими,1.0
17829.0,Как чувствуют себя наши клиенты?,тревожность,1.0
17829.0,Как чувствуют себя наши клиенты?,открытость к экспериментам,1.0
17829.0,Как чувствуют себя наши клиенты?,устали от меня,1.0
17829.0,Как чувствуют себя наши клиенты?,тревожно,1.0
17829.0,Как чувствуют себя наши клиенты?,тяжело,1.0
17829.0,Как чувствуют себя наши клиенты?,работают,1.0
17829.0,Как чувствуют себя наши клиенты?,приходят новые,1.0
17829.0,Как чувствуют себя наши клиенты?,нормально,1.0
17829.0,Как чувствуют себя наши клиенты?,нормально,1.0
17829.0,Как чувствуют себя наши клиенты?,переживают,1.0
17829.0,Как чувствуют себя наши клиенты?,в борьбе,1.0
17829.0,Как чувствуют себя наши клиенты?,в отпуске,1.0
17829.0,Как чувствуют себя наши клиенты?,не общаюсь с ними,1.0
17829.0,Как чувствуют себя наши клиенты?,нервничают,1.0
17829.0,Как чувствуют себя наши клиенты?,удовлетворены,1.0
17829.0,Как чувствуют себя наши клиенты?,трудно,1.0
17829.0,Как чувствуют себя наши клиенты?,торопятся,1.0
17829.0,Как чувствуют себя наши клиенты?,страшно,1.0
17829.0,Как чувствуют себя наши клиенты?,им страшно 100%,1.0
17829.0,Как чувствуют себя наши клиенты?,по-разному,1.0
17829.0,Как чувствуют себя наши клиенты?,нормально,1.0
17829.0,Как чувствуют себя наши клиенты?,боятся,1.0
17829.0,Как чувствуют себя наши клиенты?,ужасно,1.0
17829.0,Как чувствуют себя наши клиенты?,стабильно,1.0
17829.0,Как чувствуют себя наши клиенты?,так себе,1.0
17829.0,Как чувствуют себя наши клиенты?,устали,1.0
17829.0,Как чувствуют себя наши клиенты?,тяжело,1.0
17829.0,Как чувствуют себя наши клиенты?,сумбурно,1.0
17829.0,Как чувствуют себя наши клиенты?,чувствуют,1.0
17829.0,Как чувствуют себя наши клиенты?,грустные,1.0
17829.0,Как чувствуют себя наши клиенты?,озадаченно,1.0
17829.0,Как чувствуют себя наши клиенты?,в ожидании перемен,1.0
17829.0,Как чувствуют себя наши клиенты?,хорошо,1.0
17829.0,Как чувствуют себя наши клиенты?,взволнованы,1.0
17829.0,Как чувствуют себя наши клиенты?,хорошо!,1.0
17829.0,Как чувствуют себя наши клиенты?,тревожно,1.0
17829.0,Как чувствуют себя наши клиенты?,много задач,1.0
17829.0,Как чувствуют себя наши клиенты?,отлично!,1.0
17829.0,Как чувствуют себя наши клиенты?,хорошо,1.0
17829.0,Как чувствуют себя наши клиенты?,средне,1.0
17829.0,Как чувствуют себя наши клиенты?,плохо,1.0
17829.0,Как чувствуют себя наши клиенты?,хорошо,1.0
17880.0,Слово дня,дебюракратизация,1.0
17880.0,Слово дня,коиентоцентричность,1.0
17880.0,Слово дня,команда,1.0
17880.0,Слово дня,клиентоцентричность,1.0
17880.0,Слово дня,команда,1.0
17880.0,Слово дня,ведущий,1.0
17880.0,Слово дня,клиентоцентричность,1.0
17880.0,Слово дня,клиентоцентричность,1.0
17880.0,Слово дня,концерн,1.0
17880.0,Слово дня,дебюрократизация,1.0
17880.0,Слово дня,hr,1.0
17880.0,Слово дня,hr 2.0,1.0
17880.0,Слово дня,феникс,1.0
17880.0,Слово дня,клиентоцитричность,1.0
17880.0,Слово дня,осознанность,1.0
17880.0,Слово дня,клиентоцентричность,1.0
17880.0,Слово дня,кадры решают все,1.0
17880.0,Слово дня,коиентоцентричность,1.0
17880.0,Слово дня,дефомин,1.0
17880.0,Слово дня,вдохновение,1.0
17880.0,Слово дня,клиентоцентричность,1.0
17880.0,Слово дня,трансформация,1.0
17880.0,Слово дня,клиентоцентричность,1.0
17880.0,Слово дня,клиентоцентричность,1.0
17880.0,Слово дня,клиентоцентричность,1.0
17880.0,Слово дня,клиентоцентричность,1.0
17880.0,Слово дня,команда,1.0
17880.0,Слово дня,скорость,1.0
17880.0,Слово дня,мощь,1.0
17880.0,Слово дня,развитие,1.0
17880.0,Слово дня,стратегический hr,1.0
17880.0,Слово дня,партнёр,1.0
17880.0,Слово дня,дебюрократизация,1.0
17880.0,Слово дня,дебюрократизация,1.0
17880.0,Слово дня,клиентоцентричность,1.0
17880.0,Слово дня,клиентоцентричность,1.0
17880.0,Слово дня,команда,1.0
17880.0,Слово дня,дофамин,1.0
17880.0,Слово дня,клиентоцентричность,1.0
17880.0,Слово дня,ресурсное состояние hr,1.0
17880.0,Слово дня,клиентоцентричность,1.0
17880.0,Слово дня,огонь:-),1.0
17880.0,Слово дня,саморегегерация,1.0
17880.0,Слово дня,спасибо,1.0
17880.0,Слово дня,люди и города,1.0
17880.0,Слово дня,личная трансформация,1.0
17880.0,Слово дня,результативность,1.0
17880.0,Слово дня,здорово!!!,1.0
17880.0,Слово дня,трансформация,1.0
17880.0,Слово дня,команды,1.0
17880.0,Слово дня,клиентоцентричность,1.0
17880.0,Слово дня,клиентоцентричность,1.0
17880.0,Слово дня,победа вместе,1.0
17880.0,Слово дня,движение,1.0
17880.0,Слово дня,клиентоцентричность,1.0
17880.0,Слово дня,дебюрократизация,1.0
17880.0,Слово дня,клиентоцентричность,1.0
17880.0,Слово дня,новые бизнесы,1.0
17880.0,Слово дня,hr media,1.0
17880.0,Слово дня,феникс,1.0
17880.0,Слово дня,восторг,1.0
17880.0,Слово дня,клиентоцентричность,1.0
17880.0,Слово дня,ресурс,1.0
17880.0,Слово дня,дебюрокротизация,1.0
17880.0,Слово дня,клиентоцентричность,1.0
17880.0,Слово дня,лето,1.0
17880.0,Слово дня,трансформация себя,1.0
17880.0,Слово дня,саморазвитие,1.0
17880.0,Слово дня,клиентоцентричность,1.0
17880.0,Слово дня,яок,1.0
17880.0,Слово дня,клиентоцентричность,1.0
17880.0,Слово дня,любовь,1.0
17880.0,Слово дня,hr сила,1.0
17880.0,Слово дня,вперёд,1.0
17880.0,Слово дня,команда,1.0
17880.0,Слово дня,инкорпорировать,1.0
17880.0,Слово дня,развитие,1.0
17880.0,Слово дня,клиентоцентричность,1.0
17880.0,Слово дня,вовлеченность,1.0
17880.0,Слово дня,команда,1.0
17880.0,Слово дня,команда,1.0
17880.0,Слово дня,клиентоориентированность,1.0
17880.0,Слово дня,поток,1.0
17880.0,Слово дня,будущее,1.0
17880.0,Слово дня,клиентоцентричность,1.0
17880.0,Слово дня,клиентоцентричность,1.0
17880.0,Слово дня,дебюракратизация,1.0
17880.0,Слово дня,клиентоцентричность,1.0
17880.0,Слово дня,яок,1.0
17880.0,Слово дня,дофамин,1.0
17880.0,Слово дня,круто,1.0
17880.0,Слово дня,инсайт,1.0
17880.0,Слово дня,много всего,1.0
17880.0,Слово дня,ресурсное управление,1.0
17880.0,Слово дня,команда,1.0
17880.0,Слово дня,трансформация,1.0
17880.0,Слово дня,команда,1.0
17880.0,Слово дня,развитие,1.0
17880.0,Слово дня,вперёд,1.0
17880.0,Слово дня,вперёд,1.0
17880.0,Слово дня,клиентоцентричность,1.0
17880.0,Слово дня,яок,1.0
17880.0,Слово дня,энерджи,1.0
17880.0,Слово дня,вызов,1.0
17880.0,Слово дня,клиентоцентичность,1.0
17880.0,Слово дня,медийность,1.0
17880.0,Слово дня,дофамин,1.0
17880.0,Слово дня,круто,1.0
17880.0,Слово дня,любовь,1.0
17880.0,Слово дня,клиентоцентричность,1.0
17880.0,Слово дня,клиентоцентричность,1.0
17880.0,Слово дня,лучший работодатель,1.0
17880.0,Слово дня,изменение,1.0
17880.0,Слово дня,вызов,1.0
17880.0,Слово дня,яок,1.0
17880.0,Слово дня,прорыв,1.0
17880.0,Слово дня,клиентоцентричность,1.0
17880.0,Слово дня,дофамин,1.0
17880.0,Слово дня,перемены,1.0
