,index,in_id,query,answers_text,answers_count,langdetect,langid
652,1041,12798.0,"Какие практики Вы захотите применить в первую очередь, когда вернётесь в организацию? / What practices do you want to apply first when you return to the organization?",сторитейлинг,1.0,ru,ru
653,1042,12798.0,"Какие практики Вы захотите применить в первую очередь, когда вернётесь в организацию? / What practices do you want to apply first when you return to the organization?",развитие эмоционального ин-та,1.0,ru,ru
654,1043,12798.0,"Какие практики Вы захотите применить в первую очередь, когда вернётесь в организацию? / What practices do you want to apply first when you return to the organization?",вовлечение школьников в без-ть,1.0,ru,ru
655,1044,12798.0,"Какие практики Вы захотите применить в первую очередь, когда вернётесь в организацию? / What practices do you want to apply first when you return to the organization?",мотивация уполномоченных,1.0,ru,ru
656,1045,12798.0,"Какие практики Вы захотите применить в первую очередь, когда вернётесь в организацию? / What practices do you want to apply first when you return to the organization?",положение о наблюдениях,1.0,ru,ru
657,1046,12798.0,"Какие практики Вы захотите применить в первую очередь, когда вернётесь в организацию? / What practices do you want to apply first when you return to the organization?",обучение уполномоченных,1.0,ru,ru
658,1047,12798.0,"Какие практики Вы захотите применить в первую очередь, когда вернётесь в организацию? / What practices do you want to apply first when you return to the organization?",доплата уполномоченным,1.0,ru,ru
659,1048,12798.0,"Какие практики Вы захотите применить в первую очередь, когда вернётесь в организацию? / What practices do you want to apply first when you return to the organization?",повышение качества наблюдений,1.0,ru,ru
660,1049,12798.0,"Какие практики Вы захотите применить в первую очередь, когда вернётесь в организацию? / What practices do you want to apply first when you return to the organization?",инфбезопасность,1.0,ru,ru
661,1051,12798.0,"Какие практики Вы захотите применить в первую очередь, когда вернётесь в организацию? / What practices do you want to apply first when you return to the organization?",институт уполномоченных по кб,1.0,ru,ru
662,1052,12798.0,"Какие практики Вы захотите применить в первую очередь, когда вернётесь в организацию? / What practices do you want to apply first when you return to the organization?",диалоги о культуре безопасност,1.0,ru,ru
663,1057,12798.0,"Какие практики Вы захотите применить в первую очередь, когда вернётесь в организацию? / What practices do you want to apply first when you return to the organization?",уполномоченные по охране труда,1.0,ru,ru
664,1059,12798.0,"Какие практики Вы захотите применить в первую очередь, когда вернётесь в организацию? / What practices do you want to apply first when you return to the organization?",самые лучшие,1.0,ru,ru
665,1060,12834.0,Какие инструменты или информацию вы сможете использовать в своей работе?,инструменты визуализации данны,1.0,ru,ru
666,1061,12834.0,Какие инструменты или информацию вы сможете использовать в своей работе?,формулирование проблем,1.0,ru,ru
667,1063,12834.0,Какие инструменты или информацию вы сможете использовать в своей работе?,модель adkar,1.0,ru,ru
668,1065,12834.0,Какие инструменты или информацию вы сможете использовать в своей работе?,диаграмма ишикавы,1.0,ru,ru
669,1066,12834.0,Какие инструменты или информацию вы сможете использовать в своей работе?,"adkar, визуализация данных",1.0,ru,ru
670,1067,12834.0,Какие инструменты или информацию вы сможете использовать в своей работе?,алгоритм выбора диаграмм,1.0,ru,ru
671,1068,12834.0,Какие инструменты или информацию вы сможете использовать в своей работе?,визуализация данных,1.0,ru,ru
672,1069,12834.0,Какие инструменты или информацию вы сможете использовать в своей работе?,мозговой штурм,1.0,ru,ru
673,1070,12834.0,Какие инструменты или информацию вы сможете использовать в своей работе?,диаграмма ишикавы,1.0,ru,ru
674,1072,12834.0,Какие инструменты или информацию вы сможете использовать в своей работе?,"мероприятия, направленные на р",1.0,ru,ru
675,1073,12834.0,Какие инструменты или информацию вы сможете использовать в своей работе?,правила формулирования проблем,1.0,ru,ru
676,1075,12834.0,Какие инструменты или информацию вы сможете использовать в своей работе?,мозговой штурм,1.0,ru,ru
677,1076,12834.0,Какие инструменты или информацию вы сможете использовать в своей работе?,памятка про диаграммы - огонь!,1.0,ru,ru
678,1077,12834.0,Какие инструменты или информацию вы сможете использовать в своей работе?,новые методы оценки ситуации,1.0,ru,ru
679,1078,12834.0,Какие инструменты или информацию вы сможете использовать в своей работе?,определение проблеммы,1.0,ru,ru
680,1079,12834.0,Какие инструменты или информацию вы сможете использовать в своей работе?,различные способы решения,1.0,ru,ru
681,1080,12834.0,Какие инструменты или информацию вы сможете использовать в своей работе?,визуализация данных,1.0,ru,ru
682,1081,12834.0,Какие инструменты или информацию вы сможете использовать в своей работе?,диаграмма ишикавы,1.0,ru,ru
683,1082,12834.0,Какие инструменты или информацию вы сможете использовать в своей работе?,модель adkar,1.0,ru,ru
684,1086,12834.0,Какие инструменты или информацию вы сможете использовать в своей работе?,"картирование, доски, мозговой",1.0,ru,ru
685,1087,12834.0,Какие инструменты или информацию вы сможете использовать в своей работе?,все озвученые,1.0,ru,ru
686,1089,12834.0,Какие инструменты или информацию вы сможете использовать в своей работе?,5 почему,1.0,ru,ru
687,1091,12834.0,Какие инструменты или информацию вы сможете использовать в своей работе?,методы решения проблем,1.0,ru,ru
688,1092,12981.0,Родные города,москва,1.0,ru,ru
689,1093,12981.0,Родные города,москва,1.0,ru,ru
690,1095,12981.0,Родные города,новочеркасск,1.0,ru,ru
691,1097,12981.0,Родные города,москва,1.0,ru,ru
692,1098,12981.0,Родные города,черкесск,1.0,ru,ru
693,1103,12981.0,Родные города,москва,1.0,ru,ru
694,1106,12981.0,Родные города,монастырщина,1.0,ru,ru
695,1107,12981.0,Родные города,москва,1.0,ru,ru
696,1108,12981.0,Родные города,санкт - петербург,1.0,ru,ru
697,1109,12981.0,Родные города,москва,1.0,ru,ru
698,1111,12981.0,Родные города,железногорск,1.0,ru,ru
699,1113,12981.0,Родные города,десногорск,1.0,ru,ru
700,1115,12981.0,Родные города,трехгорный,1.0,ru,ru
701,1116,12981.0,Родные города,челябинск,1.0,ru,ru
702,1118,12981.0,Родные города,москва,1.0,ru,ru
703,1119,12981.0,Родные города,нижний новгород,1.0,ru,ru
704,1120,12981.0,Родные города,ульяновск москва,1.0,ru,ru
705,1121,12981.0,Родные города,саров,1.0,ru,ru
706,1122,12981.0,Родные города,саров,1.0,ru,ru
707,1123,12981.0,Родные города,москва,1.0,ru,ru
708,1124,12981.0,Родные города,трехгорный,1.0,ru,ru
709,1125,12981.0,Родные города,оренбург,1.0,ru,ru
710,1126,12981.0,Родные города,москва,1.0,ru,ru
711,1128,12981.0,Родные города,нижний новгород,1.0,ru,ru
712,1129,12981.0,Родные города,москва,1.0,ru,ru
713,1130,12981.0,Родные города,москва,1.0,ru,ru
714,1131,12981.0,Родные города,москва,1.0,ru,ru
715,1132,12981.0,Родные города,москва,1.0,ru,ru
716,1133,12981.0,Родные города,москва,1.0,ru,ru
717,1134,12981.0,Родные города,москва,1.0,ru,ru
718,1135,12981.0,Родные города,москва,1.0,ru,ru
719,1138,12981.0,Родные города,симферополь,1.0,ru,ru
720,1139,12981.0,Родные города,москва,1.0,ru,ru
721,1140,12981.0,Родные города,севастополь,1.0,ru,ru
722,1142,12981.0,Родные города,москва,1.0,ru,ru
723,1145,12981.0,Родные города,десногорск,1.0,ru,ru
724,1148,12981.0,Родные города,трехгорный,1.0,ru,ru
725,1149,12981.0,Родные города,москва,1.0,ru,ru
726,1150,12981.0,Родные города,челябинск,1.0,ru,ru
727,1152,12981.0,Родные города,новый узень,1.0,ru,ru
728,1153,12981.0,Родные города,"майкоп, москва",1.0,ru,ru
729,1155,12981.0,Родные города,нижний новгород,1.0,ru,ru
730,1158,12981.0,Родные города,красноярск,1.0,ru,ru
731,1159,12981.0,Родные города,норильск,1.0,ru,ru
732,1160,12981.0,Родные города,красноярск,1.0,ru,ru
733,1165,12981.0,Родные города,москва,1.0,ru,ru
734,1167,12981.0,Родные города,озёрск,1.0,ru,ru
735,1168,12981.0,Родные города,москва,1.0,ru,ru
736,1171,12981.0,Родные города,москва,1.0,ru,ru
737,1175,12981.0,Родные города,подольск,1.0,ru,ru
738,1179,12981.0,Родные города,москва,1.0,ru,ru
739,1180,12981.0,Родные города,москва,1.0,ru,ru
740,1184,12981.0,Родные города,степногорск,1.0,ru,ru
741,1185,12981.0,Родные города,москва,1.0,ru,ru
742,1187,12981.0,Родные города,владимир,1.0,ru,ru
743,1190,12981.0,Родные города,электросталь,1.0,ru,ru
744,1192,12981.0,Родные города,ставрополь,1.0,ru,ru
745,1193,12981.0,Родные города,москва,1.0,ru,ru
746,1194,12981.0,Родные города,москва,1.0,ru,ru
747,1197,12981.0,Родные города,москва,1.0,ru,ru
748,1200,12981.0,Родные города,ульяновск,1.0,ru,ru
749,1201,12981.0,Родные города,москва,1.0,ru,ru
750,1204,12981.0,Родные города,москва,1.0,ru,ru
751,1205,12981.0,Родные города,павловский посад,1.0,ru,ru
752,1208,12981.0,Родные города,москва,1.0,ru,ru
753,1211,12981.0,Родные города,саров,1.0,ru,ru
754,1213,12981.0,Родные города,москва,1.0,ru,ru
755,1214,12981.0,Родные города,советский союз,1.0,ru,ru
756,1215,12981.0,Родные города,москва,1.0,ru,ru
757,1218,12981.0,Родные города,москва,1.0,ru,ru
758,1219,12981.0,Родные города,нижний новгород,1.0,ru,ru
759,1221,12981.0,Родные города,горький,1.0,ru,ru
760,1222,12981.0,Родные города,москва,1.0,ru,ru
761,1223,12981.0,Родные города,нижний новгород,1.0,ru,ru
762,1224,12981.0,Родные города,тверь,1.0,ru,ru
763,1225,12981.0,Родные города,москва,1.0,ru,ru
764,1226,12981.0,Родные города,челябинск,1.0,ru,ru
765,1228,12981.0,Родные города,москва,1.0,ru,ru
766,1229,12981.0,Родные города,владимир,1.0,ru,ru
767,1232,12981.0,Родные города,москва,1.0,ru,ru
768,1235,12981.0,Родные города,москва,1.0,ru,ru
769,1237,12981.0,Родные города,железногорск (красноярск),1.0,ru,ru
770,1238,12981.0,Родные города,москва,1.0,ru,ru
771,1239,12981.0,Родные города,глазов,1.0,ru,ru
772,1242,12981.0,Родные города,ульяновск,1.0,ru,ru
773,1243,12981.0,Родные города,заречный,1.0,ru,ru
774,1245,12981.0,Родные города,москва,1.0,ru,ru
775,1246,12981.0,Родные города,москва,1.0,ru,ru
776,1249,12981.0,Родные города,москва,1.0,ru,ru
777,1250,12981.0,Родные города,москва,1.0,ru,ru
778,1254,12981.0,Родные города,москва,1.0,ru,ru
779,1255,12981.0,Родные города,москва,1.0,ru,ru
780,1256,12981.0,Родные города,нижний новгород,1.0,ru,ru
781,1257,12981.0,Родные города,москва,1.0,ru,ru
782,1261,12981.0,Родные города,москва,1.0,ru,ru
783,1262,12981.0,Родные города,тверь,1.0,ru,ru
784,1265,12981.0,Родные города,москва,1.0,ru,ru
785,1267,12981.0,Родные города,москва,1.0,ru,ru
786,1268,12981.0,Родные города,москва,1.0,ru,ru
787,1271,12981.0,Родные города,зеленогорск,1.0,ru,ru
788,1273,12981.0,Родные города,москва,1.0,ru,ru
789,1274,12981.0,Родные города,новоуральск,1.0,ru,ru
790,1275,12981.0,Родные города,железногорск,1.0,ru,ru
791,1276,12981.0,Родные города,москва,1.0,ru,ru
792,1279,12981.0,Родные города,киров,1.0,ru,ru
793,1280,12981.0,Родные города,москва,1.0,ru,ru
794,1282,12981.0,Родные города,нижний новгород,1.0,ru,ru
795,1283,12981.0,Родные города,глазов,1.0,ru,ru
796,1284,12981.0,Родные города,нижний новгород,1.0,ru,ru
797,1285,12981.0,Родные города,глазов,1.0,ru,ru
798,1286,12981.0,Родные города,москва,1.0,ru,ru
799,1287,12981.0,Родные города,новоуральск,1.0,ru,ru
800,1288,12981.0,Родные города,санкт петербург,1.0,ru,ru
801,1289,12981.0,Родные города,москва,1.0,ru,ru
802,1291,12981.0,Родные города,вологда,1.0,ru,ru
803,1292,12981.0,Родные города,полярные зори,1.0,ru,ru
804,1293,12981.0,Родные города,полярные зори,1.0,ru,ru
805,1294,12981.0,Родные города,томск москва,1.0,ru,ru
806,1295,12981.0,Родные города,москва,1.0,ru,ru
807,1297,12981.0,Родные города,тверь,1.0,ru,ru
808,1301,13335.0,Слово дня,руководство с нами!,1.0,ru,ru
809,1304,13335.0,Слово дня,вовлечённость,1.0,ru,ru
810,1309,13335.0,Слово дня,#всёрешимвместе,1.0,ru,ru
811,1311,13335.0,Слово дня,единомышленники,1.0,ru,ru
812,1314,13335.0,Слово дня,ответственность,1.0,ru,ru
813,1319,13335.0,Слово дня,раскачались,1.0,ru,ru
814,1321,13335.0,Слово дня,для людей,1.0,ru,ru
815,1322,13335.0,Слово дня,мы сможем,1.0,ru,ru
816,1323,13335.0,Слово дня,дебюрократизации - быть,1.0,ru,ru
817,1329,13335.0,Слово дня,много слов,1.0,ru,ru
818,1337,13335.0,Слово дня,процесс,1.0,ru,ru
819,1339,13335.0,Слово дня,изменение культуры,1.0,ru,ru
820,1343,13335.0,Слово дня,убеждение,1.0,ru,ru
821,1345,13335.0,Слово дня,перемены не избежны,1.0,ru,ru
822,1347,13335.0,Слово дня,процесс,1.0,ru,ru
823,1350,13335.0,Слово дня,делаем вместе,1.0,ru,ru
824,1351,13335.0,Слово дня,берём ответственность,1.0,ru,ru
825,1352,13335.0,Слово дня,делегируем полномочия,1.0,ru,ru
826,1353,13335.0,Слово дня,изменение к лучшему,1.0,ru,ru
827,1361,13335.0,Слово дня,устали,1.0,ru,ru
828,1362,13335.0,Слово дня,злость,1.0,ru,ru
829,1364,13335.0,Слово дня,борьба,1.0,ru,ru
830,1368,13335.0,Слово дня,подномочия,1.0,ru,ru
831,1369,13335.0,Слово дня,ответственность,1.0,ru,ru
832,1376,13335.0,Слово дня,откровенность,1.0,ru,ru
833,1378,13335.0,Слово дня,полезно,1.0,ru,ru
834,1381,13335.0,Слово дня,согласование,1.0,ru,ru
835,1383,13335.0,Слово дня,изменить,1.0,ru,ru
836,1384,13335.0,Слово дня,снятие барьеров,1.0,ru,ru
837,1386,13335.0,Слово дня,согласование,1.0,ru,ru
838,1388,13335.0,Слово дня,возможность,1.0,ru,ru
839,1389,13335.0,Слово дня,продуктовое управление,1.0,ru,ru
840,1391,13335.0,Слово дня,ответственность,1.0,ru,ru
841,1394,13335.0,Слово дня,успех,1.0,ru,ru
842,1397,13335.0,Слово дня,общение,1.0,ru,ru
843,1405,13700.0,Как ваше настроение?,хорошее,1.0,ru,ru
844,1406,13700.0,Как ваше настроение?,бодрое,1.0,ru,ru
845,1407,13700.0,Как ваше настроение?,хочется на работу,1.0,ru,ru
846,1411,13700.0,Как ваше настроение?,хорошее,1.0,ru,ru
847,1412,13700.0,Как ваше настроение?,"приподнятое,весёлое",1.0,ru,ru
848,1414,13700.0,Как ваше настроение?,боевое,1.0,ru,ru
849,1415,13700.0,Как ваше настроение?,жмзнерадостное,1.0,ru,ru
850,1420,13700.0,Как ваше настроение?,заинтересованный хомячок,1.0,ru,ru
851,1424,13700.0,Как ваше настроение?,приподнятое,1.0,ru,ru
852,1425,13700.0,Как ваше настроение?,вундерваффель,1.0,ru,ru
853,1427,13700.0,Как ваше настроение?,в прострации,1.0,ru,ru
854,1431,13700.0,Как ваше настроение?,хорошее,1.0,ru,ru
855,1432,13700.0,Как ваше настроение?,ядерное,1.0,ru,ru
856,1434,13700.0,Как ваше настроение?,восторженное,1.0,ru,ru
857,1435,13700.0,Как ваше настроение?,энергичное,1.0,ru,ru
858,1436,13700.0,Как ваше настроение?,воодушевлен,1.0,ru,ru
859,1437,13700.0,Как ваше настроение?,волшебство,1.0,ru,ru
860,1438,13700.0,Как ваше настроение?,успех,1.0,ru,ru
861,1439,13700.0,Как ваше настроение?,приподнятое,1.0,ru,ru
862,1441,13700.0,Как ваше настроение?,борюсь_с_бюрократией((,1.0,ru,ru
863,1442,13700.0,Как ваше настроение?,борюсь_с_бюрократией((,1.0,ru,ru
864,1443,13700.0,Как ваше настроение?,борюсь_с_бюрократией((,1.0,ru,ru
865,1444,13700.0,Как ваше настроение?,борюсь_с_бюрократией((,1.0,ru,ru
866,1445,13700.0,Как ваше настроение?,борюсь_с_бюрократией((,1.0,ru,ru
867,1446,13700.0,Как ваше настроение?,норм,1.0,ru,ru
868,1447,13700.0,Как ваше настроение?,сонное,1.0,ru,ru
869,1448,13700.0,Как ваше настроение?,великолепное,1.0,ru,ru
870,1449,13700.0,Как ваше настроение?,раслаблен,1.0,ru,ru
871,1451,13700.0,Как ваше настроение?,готов к действию,1.0,ru,ru
872,1452,13700.0,Как ваше настроение?,и настроение улучшилось...)),1.0,ru,ru
873,1453,13700.0,Как ваше настроение?,потеряно,1.0,ru,ru
874,1454,13700.0,Как ваше настроение?,нормальное,1.0,ru,ru
875,1455,13700.0,Как ваше настроение?,уиииии,1.0,ru,ru
876,1456,13700.0,Как ваше настроение?,восторг,1.0,ru,ru
877,1457,13700.0,Как ваше настроение?,ура,1.0,ru,ru
878,1458,13700.0,Как ваше настроение?,#росатомсила,1.0,ru,ru
879,1460,13700.0,Как ваше настроение?,настороженно,1.0,ru,ru
880,1462,13700.0,Как ваше настроение?,ожидание интересного,1.0,ru,ru
881,1463,13700.0,Как ваше настроение?,на сиреневой луне,1.0,ru,ru
882,1465,13700.0,Как ваше настроение?,рабочее,1.0,ru,ru
883,1466,13700.0,Как ваше настроение?,бодрость,1.0,ru,ru
884,1467,13700.0,Как ваше настроение?,беспокойство,1.0,ru,ru
885,1471,13700.0,Как ваше настроение?,нормально,1.0,ru,ru
886,1473,13700.0,Как ваше настроение?,в соответствии с обстановкой,1.0,ru,ru
887,1474,13700.0,Как ваше настроение?,уныние,1.0,ru,ru
888,1475,13700.0,Как ваше настроение?,своеобразное.,1.0,ru,ru
889,1476,13700.0,Как ваше настроение?,сейчас проснусь,1.0,ru,ru
890,1477,13700.0,Как ваше настроение?,успех,1.0,ru,ru
891,1478,13700.0,Как ваше настроение?,счастье,1.0,ru,ru
892,1479,13700.0,Как ваше настроение?,восторг,1.0,ru,ru
893,1480,13700.0,Как ваше настроение?,хорошее,1.0,ru,ru
894,1484,13700.0,Как ваше настроение?,работоспособное,1.0,ru,ru
895,1485,13700.0,Как ваше настроение?,все ещё впереди,1.0,ru,ru
896,1486,13700.0,Как ваше настроение?,летняя свежесть,1.0,ru,ru
897,1487,13700.0,Как ваше настроение?,ожидательное,1.0,ru,ru
898,1488,13700.0,Как ваше настроение?,рабочее,1.0,ru,ru
899,1492,13700.0,Как ваше настроение?,радужное,1.0,ru,ru
900,1493,13700.0,Как ваше настроение?,эмоциональная легкость,1.0,ru,ru
901,1499,13700.0,Как ваше настроение?,волшебно,1.0,ru,ru
902,1501,13700.0,Как ваше настроение?,сонно,1.0,ru,ru
903,1502,13700.0,Как ваше настроение?,"прикольно, столько людей)",1.0,ru,ru
904,1503,13700.0,Как ваше настроение?,воодушевление,1.0,ru,ru
905,1505,13700.0,Как ваше настроение?,возбужденное,1.0,ru,ru
906,1507,13700.0,Как ваше настроение?,нейтральное,1.0,ru,ru
907,1508,13700.0,Как ваше настроение?,положительное,1.0,ru,ru
908,1509,13700.0,Как ваше настроение?,интересное,1.0,ru,ru
909,1510,13700.0,Как ваше настроение?,воодушевление,1.0,ru,ru
910,1512,13700.0,Как ваше настроение?,в ожидании прекрасного,1.0,ru,ru
911,1515,13700.0,Как ваше настроение?,выгоревшее,1.0,ru,ru
912,1517,13700.0,Как ваше настроение?,некомфортно,1.0,ru,ru
913,1519,13700.0,Как ваше настроение?,сейчас проснусь,1.0,ru,ru
914,1520,13700.0,Как ваше настроение?,воодушевленность,1.0,ru,ru
915,1521,13700.0,Как ваше настроение?,улёт,1.0,ru,ru
916,1522,13700.0,Как ваше настроение?,воодушевлен,1.0,ru,ru
917,1523,13700.0,Как ваше настроение?,хорошее,1.0,ru,ru
918,1525,13700.0,Как ваше настроение?,ожидание чего-то интересного,1.0,ru,ru
919,1526,13700.0,Как ваше настроение?,спокойствие,1.0,ru,ru
920,1528,13700.0,Как ваше настроение?,цвет настроения синий...,1.0,ru,ru
921,1529,13700.0,Как ваше настроение?,в торжественном,1.0,ru,ru
922,1531,13700.0,Как ваше настроение?,"восторг, ожидание",1.0,ru,ru
923,1532,13700.0,Как ваше настроение?,радужное,1.0,ru,ru
924,1533,13700.0,Как ваше настроение?,полет,1.0,ru,ru
925,1535,13700.0,Как ваше настроение?,кино,1.0,ru,ru
926,1536,13700.0,Как ваше настроение?,волнительное,1.0,ru,ru
927,1538,13700.0,Как ваше настроение?,спокойствие,1.0,ru,ru
928,1539,13700.0,Как ваше настроение?,бомбически,1.0,ru,ru
929,1541,13700.0,Как ваше настроение?,драйвовое,1.0,ru,ru
930,1546,13700.0,Как ваше настроение?,все хорошо,1.0,ru,ru
931,1548,13700.0,Как ваше настроение?,расслабленное,1.0,ru,ru
932,1549,13700.0,Как ваше настроение?,чудесное,1.0,ru,ru
933,1550,13700.0,Как ваше настроение?,тяжко,1.0,ru,ru
934,1551,13700.0,Как ваше настроение?,воодушевление,1.0,ru,ru
935,1552,13700.0,Как ваше настроение?,воодушевленное,1.0,ru,ru
936,1554,13700.0,Как ваше настроение?,бурная река,1.0,ru,ru
937,1555,13700.0,Как ваше настроение?,бодрое,1.0,ru,ru
938,1559,13700.0,Как ваше настроение?,душераздирающее зрелище,1.0,ru,ru
939,1560,13700.0,Как ваше настроение?,бодрое,1.0,ru,ru
940,1561,13700.0,Как ваше настроение?,бодрое,1.0,ru,ru
941,1564,13700.0,Как ваше настроение?,светящееся,1.0,ru,ru
942,1568,13700.0,Как ваше настроение?,подъем эсоциональый,1.0,ru,ru
943,1570,13700.0,Как ваше настроение?,рабочее,1.0,ru,ru
944,1571,13700.0,Как ваше настроение?,великолепное,1.0,ru,ru
945,1573,13700.0,Как ваше настроение?,заинтересован,1.0,ru,ru
946,1574,13700.0,Как ваше настроение?,гордость,1.0,ru,ru
947,1575,13700.0,Как ваше настроение?,великолепное,1.0,ru,ru
948,1577,13700.0,Как ваше настроение?,готовность,1.0,ru,ru
949,1578,13700.0,Как ваше настроение?,рабочее,1.0,ru,ru
950,1579,13700.0,Как ваше настроение?,спать охота,1.0,ru,ru
951,1580,13700.0,Как ваше настроение?,бодрое,1.0,ru,ru
952,1581,13700.0,Как ваше настроение?,замечательное,1.0,ru,ru
953,1582,13700.0,Как ваше настроение?,боевое,1.0,ru,ru
954,1584,13700.0,Как ваше настроение?,в ожидании,1.0,ru,ru
955,1586,13700.0,Как ваше настроение?,воодушевлен,1.0,ru,ru
956,1587,13700.0,Как ваше настроение?,спокойствие,1.0,ru,ru
957,1588,13700.0,Как ваше настроение?,офигенно,1.0,ru,ru
958,1589,13700.0,Как ваше настроение?,заинтересован,1.0,ru,ru
959,1591,13700.0,Как ваше настроение?,"приподнятое, близкое к эйфории",1.0,ru,ru
960,1592,13700.0,Как ваше настроение?,хорошее,1.0,ru,ru
961,1594,13700.0,Как ваше настроение?,желание вернуться на работу,1.0,ru,ru
962,1595,13700.0,Как ваше настроение?,воодушевленное,1.0,ru,ru
963,1597,13700.0,Как ваше настроение?,норм,1.0,ru,ru
964,1599,13700.0,Как ваше настроение?,замечательное,1.0,ru,ru
965,1604,13700.0,Как ваше настроение?,все хорошо,1.0,ru,ru
966,1612,13700.0,Как ваше настроение?,приподнятое,1.0,ru,ru
967,1620,13700.0,Как ваше настроение?,воодушевлена!,1.0,ru,ru
968,1621,13700.0,Как ваше настроение?,легкость,1.0,ru,ru
969,1623,13700.0,Как ваше настроение?,супер!,1.0,ru,ru
970,1624,13700.0,Как ваше настроение?,норм,1.0,ru,ru
971,1625,13700.0,Как ваше настроение?,волнуюсь,1.0,ru,ru
972,1626,13700.0,Как ваше настроение?,сонное,1.0,ru,ru
973,1627,13700.0,Как ваше настроение?,жизнь прекрасна,1.0,ru,ru
974,1629,13700.0,Как ваше настроение?,хорошее,1.0,ru,ru
975,1630,13700.0,Как ваше настроение?,бодрое,1.0,ru,ru
976,1632,13700.0,Как ваше настроение?,бодрое,1.0,ru,ru
977,1635,13700.0,Как ваше настроение?,норм,1.0,ru,ru
978,1636,13700.0,Как ваше настроение?,шикарное,1.0,ru,ru
979,1638,13700.0,Как ваше настроение?,сплю,1.0,ru,ru
980,1639,13700.0,Как ваше настроение?,супер,1.0,ru,ru
981,1640,13700.0,Как ваше настроение?,сонно,1.0,ru,ru
982,1641,13701.0,Из какого вы города?,москва,1.0,ru,ru
983,1642,13701.0,Из какого вы города?,"заречный, баэс",1.0,ru,ru
984,1645,13701.0,Из какого вы города?,москва,1.0,ru,ru
985,1646,13701.0,Из какого вы города?,москва,1.0,ru,ru
986,1650,13701.0,Из какого вы города?,подольск,1.0,ru,ru
987,1652,13701.0,Из какого вы города?,москва,1.0,ru,ru
988,1655,13701.0,Из какого вы города?,сосновый бор,1.0,ru,ru
989,1656,13701.0,Из какого вы города?,низний новгород,1.0,ru,ru
990,1657,13701.0,Из какого вы города?,ссср,1.0,ru,ru
991,1658,13701.0,Из какого вы города?,москва,1.0,ru,ru
992,1659,13701.0,Из какого вы города?,подольск,1.0,ru,ru
993,1662,13701.0,Из какого вы города?,город железногорск,1.0,ru,ru
994,1663,13701.0,Из какого вы города?,нижний новгород,1.0,ru,ru
995,1665,13701.0,Из какого вы города?,москва,1.0,ru,ru
996,1666,13701.0,Из какого вы города?,москва,1.0,ru,ru
997,1667,13701.0,Из какого вы города?,саров,1.0,ru,ru
998,1668,13701.0,Из какого вы города?,москва,1.0,ru,ru
999,1672,13701.0,Из какого вы города?,москва,1.0,ru,ru
1000,1673,13701.0,Из какого вы города?,москва,1.0,ru,ru
1001,1679,13701.0,Из какого вы города?,нижний новгород,1.0,ru,ru
1002,1680,13701.0,Из какого вы города?,москва,1.0,ru,ru
1003,1682,13701.0,Из какого вы города?,"островец, беларусь",1.0,ru,ru
1004,1683,13701.0,Из какого вы города?,москва,1.0,ru,ru
1005,1685,13701.0,Из какого вы города?,нижний новгород,1.0,ru,ru
1006,1686,13701.0,Из какого вы города?,нижний новгород,1.0,ru,ru
1007,1688,13701.0,Из какого вы города?,заречный,1.0,ru,ru
1008,1690,13701.0,Из какого вы города?,москва,1.0,ru,ru
1009,1691,13701.0,Из какого вы города?,глазов,1.0,ru,ru
1010,1692,13701.0,Из какого вы города?,заречный свердловская область,1.0,ru,ru
1011,1693,13701.0,Из какого вы города?,москва,1.0,ru,ru
1012,1694,13701.0,Из какого вы города?,москва,1.0,ru,ru
1013,1695,13701.0,Из какого вы города?,сосновый бор,1.0,ru,ru
1014,1702,13701.0,Из какого вы города?,электросталь,1.0,ru,ru
1015,1703,13701.0,Из какого вы города?,"лесной, свердловской области",1.0,ru,ru
1016,1704,13701.0,Из какого вы города?,москва,1.0,ru,ru
1017,1705,13701.0,Из какого вы города?,москва,1.0,ru,ru
1018,1707,13701.0,Из какого вы города?,москва,1.0,ru,ru
1019,1710,13701.0,Из какого вы города?,москва,1.0,ru,ru
1020,1711,13701.0,Из какого вы города?,москва,1.0,ru,ru
1021,1712,13701.0,Из какого вы города?,ссср,1.0,ru,ru
1022,1720,13701.0,Из какого вы города?,москва,1.0,ru,ru
1023,1721,13701.0,Из какого вы города?,нижний новгород,1.0,ru,ru
1024,1722,13701.0,Из какого вы города?,сосновый бор,1.0,ru,ru
1025,1723,13701.0,Из какого вы города?,москва,1.0,ru,ru
1026,1725,13701.0,Из какого вы города?,подольск,1.0,ru,ru
1027,1726,13701.0,Из какого вы города?,москва,1.0,ru,ru
1028,1727,13701.0,Из какого вы города?,москва,1.0,ru,ru
1029,1728,13701.0,Из какого вы города?,троицк,1.0,ru,ru
1030,1729,13701.0,Из какого вы города?,москва,1.0,ru,ru
1031,1730,13701.0,Из какого вы города?,москва,1.0,ru,ru
1032,1731,13701.0,Из какого вы города?,нижний новгород,1.0,ru,ru
1033,1732,13701.0,Из какого вы города?,полярные зори,1.0,ru,ru
1034,1733,13701.0,Из какого вы города?,москва,1.0,ru,ru
1035,1734,13701.0,Из какого вы города?,саров,1.0,ru,ru
1036,1735,13701.0,Из какого вы города?,долгопрудный,1.0,ru,ru
1037,1736,13701.0,Из какого вы города?,москва,1.0,ru,ru
